READM_30_AMI_score,READM_30_CABG_score,READM_30_COPD_score,READM_30_HF_score,READM_30_HIP_KNEE_score,READM_30_HOSP_WIDE_score,READM_30_PN_score,READM_30_STK_score,MORT_30_AMI_score,MORT_30_CABG_score,MORT_30_COPD_score,MORT_30_HF_score,MORT_30_PN_score,MORT_30_STK_score,PSI_4_SURG_COMP_score,HAI_1_NUMERATOR_score,HAI_1_SIR_score,HAI_2_NUMERATOR_score,HAI_2_SIR_score,HAI_3_NUMERATOR_score,HAI_3_SIR_score,HAI_4_NUMERATOR_score,HAI_4_SIR_score,HAI_5_NUMERATOR_score,HAI_5_SIR_score,HAI_6_NUMERATOR_score,HAI_6_SIR_score,COMP_HIP_KNEE_score,PSI_90_SAFETY_score,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_4_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,CAC_3_score,IMM_2_score,IMM_3_OP_27_FAC_ADHPCT_score,OP_23_score,OP_29_score,OP_30_score,OP_4_score,STK_4_score,STK_5_score,STK_6_score,STK_8_score,VTE_1_score,VTE_2_score,VTE_3_score,VTE_5_score,OP_22_score,PC_01_score,VTE_6_score,ED_1b_score,ED_2b_score,OP_18b_score,OP_20_score,OP_21_score,OP_3b_score,OP_5_score,OP_8_score,OP_10_score,OP_13_score,OP_11_score,OP_14_score
0.40873041277252603,-0.615156320734437,-0.866906580897055,0.37042326501085654,-0.8841702370631702,0.21540797316780644,-1.1054821799173349,-0.12456904601657105,1.2495153380403878,-0.9960586333141159,-1.0941321930222043,-0.16555569707227433,0.42770523171803465,-0.2820616779793325,,-0.8762870703951964,-2.3517219827284506,-1.9038917368643855,-2.0882327022620806,-1.3494544364687024,-1.1351015351540477,0.5000207350876366,1.0182623516700364,-0.11726465741544641,0.6469820519956524,-0.23197860056747688,0.056649449599254185,-1.3552178540284028,1.2109472841562259,-0.8528078430878964,-0.5236198202696528,0.041183239372734146,-1.2000439894845922,-0.6064696534356635,-0.4152843367453373,0.027640981578162947,0.16490608547492294,0.08419945052994064,0.968684599904405,0.45009268973062977,,0.36385705211063146,-0.23311722459757853,,,0.07107486923591191,,-1.2282364140514157,-0.024906105703218953,0.4460054872332411,-0.5700741219222869,0.3338409229407751,0.3811758526108037,-0.2777295644565476,-0.2536695148023197,-1.2014727266095202,0.5388799942930221,0.41633108225122967,0.0892597381695011,0.5083574567405968,-1.2657818821079394,-2.413901035830808,-2.587376915830962,,,0.29970213942544494,0.2507726252843154,-1.2002539128836387,0.3887021715654714,0.2075419975666388
0.19997388790193066,,1.5745510562710785,0.03645307498773188,-1.9684400697616553,0.8206490178376107,0.4956402301403481,-0.7771178276746821,-1.546064926793932,,0.4340081896776187,-2.286446145071371,-2.10366294805023,-0.3421665553700551,,0.1266327387310195,-1.0232153526891,0.09734641939066908,0.05003615861527099,0.4130391072890001,0.7231085968372071,0.5000207350876366,,0.07977664596018647,-0.45698066271105947,0.4522637505874095,0.7985435574356564,0.07447409712385834,0.23045387671000875,-1.1117578918676365,-0.12919028848826264,0.8597147052059215,-0.2900727784363456,0.1667433373883596,0.28454790663463586,0.3086976870164156,-0.18337239004947778,0.3915581107370502,0.5773058983248314,0.22129611596232823,,0.5302721225387007,-0.09902584624712282,0.783471568950377,0.6921708716700123,0.5003017232192236,0.5458704279737007,,0.19330534312839331,-0.9155278892135276,0.6183343650479844,0.17834218342359154,-0.45036207470650713,0.8195547857378396,0.6353293660081989,-0.10831446028192511,0.3240435501566007,,0.34154754855964825,0.4628332879652676,0.615838227162455,-0.04897429005059812,-0.3798106726818565,,-0.7145337280237587,-0.37843359606753396,-0.4235005916194926,-0.3052406337020692,-1.203826271597736,-0.649117749191459
0.8262434625137167,-0.7039373130607813,0.15693049275409784,0.9047755690478541,-0.7034585982800903,0.21540797316780644,-0.5485700372885752,0.5279797356415383,-2.1051809797607954,-0.8813582936890818,0.8834612434128605,-2.3548619659745675,-0.8618596900507033,-1.7846836127474008,,-0.04052056279001646,0.38954759754448687,-0.7365028123822703,-0.3573580115827826,0.4130391072890001,0.8182729971278644,-0.6972400688473018,,-0.3143059607910793,-0.3118427074649389,0.22418296686911401,0.5887933908222234,-1.3552178540284028,-0.11560262003571538,-1.1117578918676365,-0.12919028848826264,0.8597147052059215,-0.5175655811984072,-0.21986315802365192,-0.1820069222853463,-1.0965858401748476,-0.5316508655738785,-1.1452351902984976,0.5773058983248314,-0.9226867528791793,,0.6134796577527353,0.16915691045378856,,-0.10164100318306117,0.3286109816258989,,,0.19330534312839331,0.19845396424291956,-0.295826009544532,0.4115902926993669,-1.281900002023818,-0.8873319812312072,-0.075869738640216,0.4382646728818724,0.5388799942930221,0.41633108225122967,0.5938353589497953,0.3566102274894994,0.23475061009503334,1.0090192541142324,-0.26660214739215876,,,-0.7824293533825011,-0.27691945750996916,2.330076243888108,-0.24488441334892294,-0.9703651542257455
,,0.07817379478093396,0.5708053790247294,,-1.2371705340397252,-0.1308859303170074,-0.12456904601657105,,,-1.0941321930222043,-1.533872115136208,-1.148429672665979,-1.0033202066680065,,0.4609393417730914,,0.5142710352771388,1.05420773488723,0.6088717232620782,,,,0.47385925271145224,,0.6119202991902163,1.5851066822360305,,0.5765103734557322,0.4419424008108037,-0.12919028848826264,1.6782461710391088,0.3924056298498394,0.5533498328003712,0.751102735554618,-0.25341572386008965,0.16490608547492294,-0.5305178698842785,1.7514420030635522,-0.4650936053425763,,0.5302721225387007,-2.110396521503958,,-2.6274060595337496,-3.4485853334272436,-1.2325563517556213,,0.4115167919600056,-3.019715834631261,,0.3338409229407751,0.3811758526108037,,,0.4382646728818724,,,0.5744286043043995,0.5083574567405968,0.5682022750290273,-0.7335583480396062,-2.077938552027322,,0.24801500873054244,,-1.4984289084226647,,-0.5017438396655692,
,,0.6294706805930923,-0.7650753810677692,,-0.14773665363407484,0.7740963014547266,,,,-0.10533547480467113,-0.3708031597818637,0.3321819041796099,,,0.4609393417730914,,0.3475011889225509,,,,,,0.47385925271145224,,0.5891122208183868,0.44895994641326803,,-0.05792653724476135,,,,,,,,,,,,,0.19744198168256222,-2.7808534132562364,,0.8365003034614802,0.7149151502108794,,,,,,0.48933966245795874,,,,0.4382646728818724,,,0.9528603198896202,0.6904541318419137,1.0683797724300181,-0.04897429005059812,0.24283621641148095,,,,0.5243907422887593,,,1.1712842126694987
-0.8438087364510498,-0.5263753284080929,0.3144438887004284,1.439127873084854,-0.8841702370631702,0.33645618210176687,0.2867981766545629,1.1805285172996478,0.1312832321066597,-0.42255693518894843,0.6137894111717148,-1.1233771897170282,-0.7185746987430653,1.4008748889609057,,-0.6255571181136423,-0.033693452733536425,-0.48634804285038846,0.1843661282481427,-1.1536218204956246,-0.5816454176741724,0.5000207350876366,1.0182623516700364,-0.5113472641667122,0.11785706554719723,-0.7793724814913859,0.22561486159340877,-1.1765063601343706,-0.5770112823633469,-1.6296579894271166,-0.5236198202696528,0.041183239372734146,-0.745058383960469,-0.6064696534356635,-1.1151165801253105,-0.25341572386008965,-0.18337239004947778,-0.22315920967716893,0.18592719674525776,-0.23629703157427479,,-0.8010484408858533,-2.110396521503958,-3.545987910895423,0.15093550245200768,-1.6887552320956658,,-4.929290190006136,,-0.667976366223206,-4.592379770129359,-2.542885758127121,-4.6080517112930615,-3.447662131684777,0.6353293660081989,-0.6548935934457226,0.5388799942930221,-3.8766566347327616,-0.07569767631636433,0.4628332879652676,-0.3130628394393853,-1.7293169778417998,-1.1722703497097404,,,0.5738421176034577,0.6416556495763779,,-1.2380741951066223,-0.3278703441571723
0.8262434625137167,,0.6294706805930923,-0.9654574950816421,,0.33645618210176687,-1.5927803047174987,-0.21779030053915951,-2.1850547016132054,,-1.0042415822751547,-0.23397151797547078,-3.760367003046528,-0.5224811875422238,,0.4609393417730914,,0.5142710352771388,1.05420773488723,0.6088717232620782,,0.5000207350876366,,0.47385925271145224,,0.5663041424465571,1.148127168458045,0.431897084911924,-0.05792653724476135,-0.33490774552841635,0.26523924329312754,0.8597147052059215,-0.06257997567428393,0.1667433373883596,-0.4152843367453373,0.3086976870164156,-0.8799293410982792,0.08419945052994064,0.5773058983248314,-0.6938901791108778,,0.6134796577527353,0.37029397797947206,0.2800460480380747,0.980829735252948,0.8436832064058729,0.7237131059466329,,,-0.049097558747402015,0.6183343650479844,0.48933966245795874,0.21486826714734156,0.20995236896318,0.6353293660081989,-0.10831446028192511,-2.253993779480456,,0.8655299239853385,0.7511530235423527,0.5443842989623134,-0.4846186905890578,-0.3232064100370076,,1.595583240186564,,0.2800888521062201,0.7886644852976268,-1.3065700421243946,
-0.8438087364510498,-1.23662326701885,1.6533077542442451,0.30362922700623063,-0.7034585982800903,1.0627454357055337,0.008342105340181875,0.15509471755118942,-0.5077065427126125,-0.30785659556391487,-0.01544486405762309,-1.260208831523421,0.1411352491027588,-0.5224811875422238,,0.04305608797050152,0.3444802634871048,-0.15280835014121272,0.28125987683578796,-0.37029135660331214,0.3011296113378454,-0.09860966687983268,,-0.11726465741544641,-0.676401823398108,0.041718339894477645,0.11297125359730571,0.431897084911924,0.5188342906647782,-2.1475580869865967,-0.918049352051043,0.041183239372734146,-1.2000439894845922,-0.21986315802365192,-0.1820069222853463,-0.25341572386008965,-0.18337239004947778,0.08419945052994064,0.3816165475350446,-0.007500457805973278,,0.4470645873246661,-0.5683456704737178,,0.5478414398785444,0.8436832064058729,,,0.19330534312839331,0.32222972573808034,0.4355022901294811,0.4115902926993669,0.3811758526108037,0.8195547857378396,0.3686297017650433,-0.10831446028192511,0.10920710602017931,0.41633108225122967,-0.3085787320611155,0.1289893836128533,-1.4325077145749363,-0.2356790331385094,-1.1156660870648916,,,0.3429873991377634,-2.1922462765410757,-0.00690287397487955,0.2859584010388128,-0.4349528125019346
,,,,,,,,,,,,,,,,,,,,,,,0.47385925271145224,,0.6119202991902163,,,0.057425628337146685,,,,,,,,,,,,,-4.462179990303377,-1.305848251401224,,,,,,,,,-7.207847943642629,,,,0.9848438060456699,,,0.8752333013080363,,0.782564059629452,0.38667011048786154,,,,,,,,
,,-2.3632838423871996,-0.2975171150353928,0.9229461507676365,-0.38983307150199786,-0.8270261086029563,-0.870339082197269,-1.226570039384295,,-0.5547885285399129,-0.5076348015882578,-1.291714663973617,-0.2820616779793325,,0.29378604025205546,-0.30801635569151425,0.43088611209984484,0.8582181070622205,0.4130391072890001,0.6767785598535977,-0.09860966687983268,,-0.11726465741544641,-0.9141080808090769,0.475071828959239,0.864576017295441,2.2190120238522506,-0.5193351995723928,-1.1117578918676365,-0.5236198202696528,0.45044897228932784,-0.745058383960469,-0.6064696534356635,0.051270492174644786,-0.5344724292983423,-0.5316508655738785,0.08419945052994064,0.968684599904405,0.45009268973062977,,0.4470645873246661,-0.16607153542235067,,-0.02947628728732721,0.8436832064058729,0.5458704279737007,,-2.2070205940193417,-0.9155278892135276,-1.3928184590555517,0.17834218342359154,-0.45036207470650713,0.8195547857378396,0.6353293660081989,0.4382646728818724,-1.179811558798349,,0.8752333013080363,0.614580517216365,0.6634741792958827,0.19996536739995027,-0.4930191979715542,0.49913069992514403,1.0180539981339833,0.2564168797131275,-1.1759504133817131,,0.4058261333199144,-0.8632826858809837
